Manufacturer;Name;Id16;Id8;Internal;Algo;AlgoVar;BusWidth;SupportsSectorErase;SupportsChipErase;ZeroProgram;SupportsSoftLock;SoftLockAreaType(0:Sector,1:Chip);SoftUnlockAreaType;SupportsHardLock;HardLockAreaType;SupportsHardUnlock;HardUnlockAreaType;SoftLockResetState(0:Remember,1:ON,2:OFF);SupportsSecure;SupportsUnsecure;Sectors
Intel;28F004B3T;8900D4;8900D4;0;2;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[7]; 2000[8];"
Intel;28F008B3B;8900D3;8900D3;0;2;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[15];"
Intel;28F008B3T;8900D2;8900D2;0;2;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[15]; 2000[8];"
Intel;28F016B3B;8900D1;8900D1;0;2;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[31];"
Intel;28F016B3T;8900D0;8900D0;0;2;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[31]; 2000[8];"
Intel;28F128J3;890018;890018;0;10;0;16;1;0;0;1;0;1;0;0;0;0;2;0;0;"20000[128];"
Intel;28F128K18;898806;890006;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[128];"
Intel;28F128K3;898802;890002;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[128];"
Intel;28F128P30B;89881B;89001B;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"8000[4]; 20000[127];"
Intel;28F128P30T;898818;890018;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[127]; 8000[4];"
Intel;28F128P33B;898821;890021;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"8000[4]; 20000[127];"
Intel;28F128P33T;89881E;89001E;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[127]; 8000[4];"
Intel;28F128W18B;898867;890067;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[255];"
Intel;28F128W18T;898866;890066;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[255]; 2000[8];"
Intel;28F160B3B;898891;890091;0;2;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[31];"
Intel;28F160B3T;898890;890090;0;2;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[31]; 2000[8];"
Intel;28F160C3B;8988C3;8900C3;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[31];"
Intel;28F160C3T;8988C2;8900C2;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[31]; 2000[8];"
Intel;28F256J3;89001D;89001D;0;10;0;16;1;0;0;1;0;1;0;0;0;0;1;0;0;"20000[256];"
Intel;28F256K18;898807;890007;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[256];"
Intel;28F256K3;898803;890003;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[256];"
Intel;28F256P30B;89891C;89001C;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"8000[4]; 20000[255];"
Intel;28F256P30T;898919;890019;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[255]; 8000[4];"
Intel;28F256P33B;898922;890022;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"8000[4]; 20000[255];"
Intel;28F256P33T;89891F;89001F;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[255]; 8000[4];"
Intel;28F320B3B;898897;890097;0;2;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Intel;28F320B3T;898896;890096;0;2;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Intel;28F320C3B;8988C5;8900C5;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[63];"
Intel;28F320C3T;8988C4;8900C4;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[63]; 2000[8];"
Intel;28F320J3;890016;890016;0;10;0;16;1;0;0;1;0;1;0;0;0;0;1;0;0;"20000[32];"
Intel;28F320W18B;898863;890063;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[63];"
Intel;28F320W18T;898862;890062;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[63]; 2000[8];"
Intel;28F400B3B;898895;890095;0;2;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[7];"
Intel;28F400B3T;898894;890094;0;2;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[7]; 2000[8];"
Intel;28F640B3B;898899;890099;0;2;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[127];"
Intel;28F640B3T;898898;890098;0;2;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[127]; 2000[8];"
Intel;28F640C3B;8988CD;8900CD;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[127];"
Intel;28F640C3T;8988CC;8900CC;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[127]; 2000[8];"
Intel;28F640J3;890017;890017;0;10;0;16;1;0;0;1;0;1;0;0;0;0;1;0;0;"20000[64];"
Intel;28F640K18;898805;890005;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[64];"
Intel;28F640K3;898801;890001;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[64];"
Intel;28F640P30B;89881A;89001A;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"8000[4]; 20000[63];"
Intel;28F640P30T;898817;890017;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[63]; 8000[4];"
Intel;28F640P33B;898820;890020;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"8000[4]; 20000[63];"
Intel;28F640P33T;89881D;89001D;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[63]; 8000[4];"
Intel;28F640W18B;898865;890065;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[127];"
Intel;28F640W18T;898864;890064;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[127]; 2000[8];"
Intel;28F800B3B;898893;890093;0;2;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[15];"
Intel;28F800B3T;898892;890092;0;2;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[15]; 2000[8];"
Intel;28F800C3B;8988C1;8900C1;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[15];"
Intel;28F800C3T;8988C0;8900C0;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[15]; 2000[8];"
Macronix;MX29LV040;C2004F;C2004F;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[8];"
Macronix;MX29GL128EL;C2227E;C2007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[128];"
Macronix;MX29GL128EH;C2227E;C2007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[128];"
Macronix;MX29GL256EL;C2227E;C2007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[256];"
Macronix;MX29GL256EH;C2227E;C2007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[256];"
Macronix;MX29L1611;C200F8;C200F8;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[32];"
Macronix;MX29LV128DB;C2227A;C2007A;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[255];"
Macronix;MX29LV128DT;C2227E;C2007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[255]; 2000[8];"
Macronix;MX29LV128E;C2227E;C2007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[256];"
Macronix;MX29LV160CB;C22249;C20049;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[31];"
Macronix;MX29LV160CT;C222C4;C200C4;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[31]; 8000; 2000[2]; 4000;"
Macronix;MX29LV160CB;C22249;C20049;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[31];"
Macronix;MX29LV160CT;C222C4;C200C4;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[31]; 8000; 2000[2]; 4000;"
Macronix;MX29LV256E;C2227E;C2007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[128];"
Macronix;MX29LV320AB;C222A8;C200A8;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Macronix;MX29LV320AT;C222A7;C200A7;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Macronix;MX29LV320DB;C222A8;C200A8;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Macronix;MX29LV320DT;C222A7;C200A7;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Macronix;MX29LV400CB;C222BA;C200BA;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[7];"
Macronix;MX29LV400CT;C222B9;C200B9;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[7]; 8000; 2000[2]; 4000;"
Macronix;MX29LV640EB;C222CB;C200CB;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[127];"
Macronix;MX29LV640ET;C222C9;C200C9;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[127]; 2000[8];"
Macronix;MX29LV800CB;C2225B;C2005B;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[15];"
Macronix;MX29LV800CT;C222DA;C200DA;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[15]; 8000; 2000[2]; 4000;"
Numonyx;M29W128GH;20227E;20007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[128];"
Numonyx;M29W128GL;20227E;20007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[128];"
Numonyx;M29W256GH;20227E;20007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[256];"
Numonyx;M29W256GL;20227E;20007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[256];"
Numonyx;M29W320EB;202257;200057;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Numonyx;M29W320ET;202256;200056;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Numonyx;M29W640GB;20227E;20007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8];10000[127];"
Numonyx;M29W640GH;20227E;20007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Numonyx;M29W640GL;20227E;20007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Numonyx;M29W640GT;20227E;20007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[127];2000[8];"
Numonyx;M58WR016KB;208813;200013;0;2;0;16;1;0;0;1;0;0;1;0;1;0;1;0;0;"10000[31];2000[8];"
Numonyx;M58WR016KT;208812;200012;0;2;0;16;1;0;0;1;0;0;1;0;1;0;1;0;0;"2000[8];10000[31];"
Numonyx;M58WR032KB;208815;200015;0;2;0;16;1;0;0;1;0;0;1;0;1;0;1;0;0;"10000[63];2000[8];"
Numonyx;M58WR032KT;208814;200014;0;2;0;16;1;0;0;1;0;0;1;0;1;0;1;0;0;"2000[8];10000[63];"
Numonyx;M58WR064KB;208811;200011;0;2;0;16;1;0;0;1;0;0;1;0;1;0;1;0;0;"10000[127];2000[8];"
Numonyx;M58WR064KT;208810;200010;0;2;0;16;1;0;0;1;0;0;1;0;1;0;1;0;0;"2000[8];10000[127];"
Samsung;K8P6415UQB;EC257E;EC007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8];10000[126];2000[8];"
Sharp;LH28F128BFHED (Bank0);B000B0;B000B0;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[127]; 2000[8];"
Sharp;LH28F128BFHED (Bank1);B000B1;B000B1;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[127];"
Sharp;LH28F128BFHT;B00011;B00011;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[255];"
Sharp;LH28F128SPHTD;B00018;B00018;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"20000[128];"
Sharp;LH28F640BFHE-PBTL;B000B1;B000B1;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[127];"
Sharp;LH28F640BFHE-PTTL;B000B0;B000B0;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[127]; 2000[8];"
Sharp;LH28F640BFHG-PBTL;B000B1;B000B1;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[127];"
Sharp;LH28F640BFHG-PTTL;B000B0;B000B0;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[127]; 2000[8];"
Sharp;LH28F800BJHE-PBTL;B000ED;B000ED;0;10;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[15];"
Sharp;LH28F800BJE-PTTL;B000EC;B000EC;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[15]; 2000[8];"
Sharp;LHF00L29;B000A5;B000A5;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[1]; 20000[15];"
Sirona;Sirona 2x16;0122DA;0100DA;0;1;1;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[15]; 8000; 2000[2]; 4000; 10000[15], 2000000; 8000; 2000[2]; 4000;"
Spansion;MBM29DL322BE/BD;42256;40056;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Spansion;MBM29DL322TE/TD;42255;40055;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Spansion;MBM29LV160B;042249;040049;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[31];"
Spansion;MBM29LV160T;0422C4;0400C4;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[31]; 8000; 2000[2]; 4000;"
Spansion;MBM29LV650U;0422D7;0400D7;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29AL008Jxxxxx01;0122DA;0100DA;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[15]; 8000; 2000[2]; 4000;"
Spansion;S29AL008Jxxxxx02;01225B;01005B;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[15];"
Spansion;S29AL008Dxxxxxx1;0122DA;0100DA;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[15]; 8000; 2000[2]; 4000;"
Spansion;S29AL008Dxxxxxx2;01225B;01005B;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[15];"
Spansion;S29AL016Dxxxxxx1;0122C4;0100C4;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[31]; 8000; 2000[2]; 4000;"
Spansion;S29AL016Dxxxxxx2;012249;010049;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[31];"
Spansion;S29AL016Jxxxxxx1;0122C4;0100C4;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[31]; 8000; 2000[2]; 4000;"
Spansion;S29AL016Jxxxxxx2;012249;010049;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[31];"
Spansion;S29AL016Jxxxxxx3;0122C4;0100C4;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[31]; 8000; 2000[2]; 4000;"
Spansion;S29AL016Jxxxxxx4;012249;010049;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[31];"
Spansion;S29AL032Dxxxxxx0;0122A3;0100A3;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[64];"
Spansion;S29AL032Dxxxxxx3;0122F6;0100F6;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Spansion;S29AL032Dxxxxxx4;0122F9;0100F9;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Spansion;S29GL01GP;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[1024];"
Spansion;S29GL01GS;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[1024];"
Spansion;S29GL032AxR1;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[64];"
Spansion;S29GL032AxR2;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[64];"
Spansion;S29GL032AxR3;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Spansion;S29GL032AxR4;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Spansion;S29GL032AxW3;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Spansion;S29GL032AxW4;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Spansion;S29GL032MxR0;01227E;01007E;0;16;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[64];"
Spansion;S29GL032MxR1;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[64];"
Spansion;S29GL032MxR2;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[64];"
Spansion;S29GL032MxR3;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Spansion;S29GL032MxR4;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Spansion;S29GL032MxR5;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Spansion;S29GL032MxR6;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Spansion;S29GL032Nxxxxx01;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[64];"
Spansion;S29GL032Nxxxxx02;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[64];"
Spansion;S29GL032Nxxxxx03;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Spansion;S29GL032Nxxxxx04;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Spansion;S29GL032NxxxxxV1;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[64];"
Spansion;S29GL032NxxxxxV2;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[64];"
Spansion;S29GL064MxR0;01227E;01007E;0;16;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064MxR1;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064MxR2;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064MxR3;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[127]; 2000[8];"
Spansion;S29GL064MxR4;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[127];"
Spansion;S29GL064MxR5;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064MxR6;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064MxR7;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064MxR8;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064MxR9;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064Nxxxxx01;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064Nxxxxx02;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064Nxxxxx03;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[127]; 2000[8];"
Spansion;S29GL064Nxxxxx04;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[127];"
Spansion;S29GL064Nxxxxx06;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064Nxxxxx07;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064NxxxxxV1;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064NxxxxxV2;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064NxxxxxV6;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL064NxxxxxV7;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[128];"
Spansion;S29GL128M;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[256];"
Spansion;S29GL128N;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[128];"
Spansion;S29GL128P;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[128];"
Spansion;S29GL128S;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[128];"
Spansion;S29GL256M;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[512];"
Spansion;S29GL256N;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[256];"
Spansion;S29GL256P;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[256];"
Spansion;S29GL256S;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[256];"
Spansion;S29GL512N;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[512];"
Spansion;S29GL512P;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[512];"
Spansion;S29GL512S;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000[512];"
Spansion;S29JL032Hxxxxxx1;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Spansion;S29JL032Hxxxxxx2;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Spansion;S29JL064Hxxxxx00;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[126]; 2000[8];"
Spansion;S29PL032J;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[62]; 2000[8];"
Spansion;S29PL064J;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[126]; 2000[8];"
Spansion;S29PL127J;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[254]; 2000[8];"
Spansion;S29WS064J;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[126]; 2000[8];"
Spansion;S29WS128J;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[254]; 2000[8];"
Spansion;S29WS128N;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"8000[4]; 20000[126]; 8000[4];"
Spansion;S29WS256N;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"8000[4]; 20000[254]; 8000[4];"
Spansion;S29WS128P;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"8000[4]; 20000[126]; 8000[4];"
Spansion;S29WS256P;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"8000[4]; 20000[254]; 8000[4];"
Spansion;S29WS512P;01227E;01007E;0;16;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"8000[4]; 20000[510]; 8000[4];"
Spansion;S71PL032J;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[62]; 2000[8];"
Spansion;S71PL064J;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[126]; 2000[8];"
Spansion;S71PL127J;01227E;01007E;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[254]; 2000[8];"
SST;SST32HF64A2;BF236C;BF006C;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[2048];"
SST;SST32HF162;BF2782;BF0082;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[256];"
SST;SST32HF164;BF2782;BF0082;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[256];"
SST;SST32HF802;BF2781;BF0081;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[512];"
SST;SST36VF3203;BF7354;BF0054;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[64];"
SST;SST36VF3204;BF7353;BF0053;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[64];"
